Customer_ID,Recency,Frequency,Monetary,AvgQuantity,UniqueItems,Cluster
12564.0,261,1,456.9,6.333333333333333,21,0
12565.0,289,1,145.92,8.88888888888889,9,0
12566.0,86,1,351.65,13.947368421052632,19,0
12567.0,23,9,8164.55,9.629242819843341,283,0
12569.0,2,32,4124.69,9.579787234042554,92,0
12571.0,40,2,519.61,15.382352941176471,31,0
12572.0,9,2,1020.42,7.533333333333333,53,0
12573.0,227,1,160.54000000000002,3.0,26,0
12576.0,36,4,1048.98,11.130434782608695,58,0
12577.0,35,2,461.91,4.225,75,0
12578.0,21,1,1185.85,10.181818181818182,44,0
12579.0,78,1,440.42,9.827586206896552,29,0
12580.0,247,1,415.7,9.916666666666666,24,0
12581.0,40,1,197.71,10.733333333333333,15,0
12582.0,239,2,511.36,13.636363636363637,21,0
12583.0,3,13,6229.66,19.410377358490567,110,0
12584.0,4,9,2338.15,4.333333333333333,44,0
12585.0,234,1,777.25,18.5,22,0
12586.0,17,1,196.94000000000003,7.181818181818182,11,0
12587.0,8,1,144.0,12.75,4,0
12588.0,39,1,214.89999999999998,5.3,10,0
12589.0,29,2,646.68,8.742857142857142,29,0
12590.0,211,2,9864.26,62.98529411764706,68,0
12592.0,92,2,437.6,16.11111111111111,11,0
12593.0,109,3,418.09999999999997,9.80952380952381,14,0
12594.0,38,9,2997.2200000000003,15.39622641509434,50,0
12596.0,51,2,618.27,17.555555555555557,25,0
12597.0,19,4,3811.22,10.854368932038835,184,0
12598.0,10,8,3023.08,14.878787878787879,84,0
12599.0,29,6,830.72,15.416666666666666,30,0
12600.0,29,8,1972.8000000000002,12.27450980392157,28,0
12601.0,190,3,319.7,8.23076923076923,10,0
12602.0,59,1,153.12,13.5,12,0
12603.0,22,1,739.1999999999999,31.5,2,0
12604.0,79,2,254.18,12.5625,15,0
12607.0,60,1,1579.51,12.158415841584159,101,0
12609.0,78,2,838.9200000000001,9.659090909090908,43,0
12610.0,23,5,2099.54,9.89622641509434,85,0
12611.0,52,1,1193.32,13.015384615384615,65,0
12612.0,74,1,704.0400000000001,13.789473684210526,19,0
12613.0,57,5,3344.38,10.745098039215685,124,0
12614.0,278,1,315.6,3.8,20,0
12615.0,2,4,2291.19,13.104761904761904,82,0
12616.0,95,2,713.3,8.875,25,0
12617.0,29,1,355.53,5.071428571428571,39,0
12618.0,22,1,177.31,8.727272727272727,11,0
12619.0,16,9,3641.24,37.53333333333333,50,0
12620.0,15,3,1339.41,12.83695652173913,89,0
12621.0,2,19,12770.63,15.839643652561247,256,0
12622.0,232,1,180.1,6.2727272727272725,11,0
12623.0,276,1,305.1,10.61111111111111,18,0
12624.0,106,2,641.13,9.342105263157896,36,0
12625.0,212,1,967.2,21.303030303030305,33,0
12626.0,23,7,5346.38,12.736170212765957,195,0
12627.0,11,7,4478.53,11.965217391304348,162,0
12628.0,4,3,786.46,10.926829268292684,34,0
12630.0,10,2,1270.88,8.5625,60,0
12631.0,57,1,640.5,7.612903225806452,31,0
12633.0,59,4,2163.98,11.504950495049505,73,0
12635.0,90,2,1689.18,11.603960396039604,96,0
12637.0,67,7,4505.22,7.213836477987422,160,0
12638.0,33,1,671.69,14.794871794871796,39,0
12639.0,239,1,486.1,9.136363636363637,22,0
12640.0,24,3,1174.58,5.867924528301887,47,0
12641.0,115,1,185.9,7.2,10,0
12642.0,25,3,1013.26,11.74468085106383,39,0
12643.0,128,5,2473.44,55.90909090909091,10,0
12644.0,130,1,477.91,10.483870967741936,31,0
12645.0,34,3,1405.88,14.894736842105264,47,0
12646.0,5,2,1346.97,19.933333333333334,43,0
12647.0,22,11,3498.02,12.254545454545454,72,0
12648.0,155,1,318.05,7.619047619047619,21,0
12649.0,107,3,623.51,18.903225806451612,28,0
12650.0,3,1,314.44,12.7,20,0
12653.0,149,2,2209.85,21.372093023255815,37,0
12654.0,11,5,601.98,6.947368421052632,31,0
12656.0,17,5,4051.17,13.674603174603174,89,0
12657.0,11,4,1643.18,22.21276595744681,35,0
12658.0,19,1,686.05,8.88888888888889,36,0
12659.0,30,1,91.68,21.0,5,0
12660.0,11,1,245.1,9.76923076923077,13,0
12662.0,1,10,3513.08,8.881516587677725,121,0
12664.0,8,8,4220.3,32.46875,9,0
12667.0,58,1,620.13,11.969696969696969,33,0
12668.0,12,2,2327.48,9.448275862068966,71,0
12669.0,151,3,2744.0299999999997,11.03960396039604,98,0
12670.0,10,5,2996.05,15.184782608695652,58,0
12673.0,5,1,389.62,9.473684210526315,19,0
12674.0,39,4,1970.6,13.650602409638553,52,0
12676.0,25,5,821.89,12.727272727272727,25,0
12678.0,42,10,17407.18,68.10625,101,0
12679.0,59,4,1113.02,11.541666666666666,43,0
12680.0,1,4,880.81,8.377358490566039,33,0
12681.0,15,17,9738.53,11.668122270742359,223,0
12682.0,4,28,10451.37,10.829977628635346,194,0
12683.0,4,14,7744.43,14.609907120743035,173,0
12684.0,8,7,2283.63,18.904761904761905,61,0
12685.0,28,6,2863.08,9.700636942675159,117,0
12686.0,372,1,89.14,15.285714285714286,7,0
12688.0,114,1,4873.8099999999995,17.707602339181285,171,0
12689.0,26,2,1247.61,8.722222222222221,57,0
12690.0,206,1,389.01,6.625,16,0
12691.0,28,3,629.6,14.294117647058824,11,0
12693.0,127,3,693.86,6.933333333333334,28,0
12694.0,70,2,869.67,13.756756756756756,32,0
12695.0,7,4,582.1,8.148148148148149,23,0
12697.0,29,3,957.59,12.390243902439025,37,0
12700.0,8,4,4939.99,11.07089552238806,193,0
12701.0,80,2,797.71,12.79245283018868,50,0
12702.0,20,1,219.0,4.416666666666667,12,0
12703.0,71,1,283.55,7.809523809523809,21,0
12704.0,7,8,2340.84,11.431818181818182,64,0
12705.0,15,8,6010.29,11.842105263157896,210,0
12707.0,292,1,603.42,7.757575757575758,33,0
12708.0,30,9,2428.29,8.268115942028986,80,0
12709.0,15,13,7826.63,18.36315789473684,87,0
12710.0,97,3,1149.02,11.051948051948052,75,0
12712.0,29,11,3831.33,8.144144144144144,50,0
12713.0,1,1,848.55,13.368421052631579,38,0
12714.0,9,5,4708.86,11.849420849420849,216,0
12715.0,106,1,353.86,9.380952380952381,20,0
12716.0,4,2,1053.49,10.26086956521739,60,0
12717.0,151,2,1030.98,9.2,49,0
12718.0,71,1,238.25,10.68421052631579,19,0
12719.0,5,2,644.95,9.58974358974359,34,0
12720.0,3,22,5149.79,13.374592833876221,192,0
12721.0,32,4,1914.51,12.84873949579832,103,0
12722.0,85,4,997.63,10.679245283018869,50,0
12723.0,4,5,725.07,6.2898550724637685,53,0
12724.0,5,3,876.51,7.857142857142857,39,0
12725.0,371,1,427.8,6.833333333333333,24,0
12726.0,28,5,2037.24,24.262626262626263,49,0
12727.0,11,6,3466.2,15.527559055118111,106,0
12728.0,71,3,583.79,9.0,28,0
12729.0,114,1,453.01,8.961538461538462,26,0
12731.0,24,11,15721.48,29.912280701754387,100,0
12732.0,180,1,236.26000000000002,9.25,12,0
12733.0,234,1,383.95,6.2272727272727275,22,0
12738.0,372,1,155.35,13.454545454545455,11,0
12739.0,78,2,1013.04,12.789473684210526,38,0
12740.0,64,1,427.6,12.666666666666666,27,0
12743.0,134,2,546.43,2.3805970149253732,114,0
12744.0,52,6,19226.22,25.0,141,0
12747.0,2,10,3892.97,12.112244897959183,42,0
12748.0,1,196,32728.87,5.655480984340045,1735,1
12749.0,4,5,4090.88,7.391959798994975,160,0
12750.0,129,1,275.88,9.133333333333333,15,0
12752.0,81,1,4366.78,42.679245283018865,53,0
12753.0,23,5,15694.15,56.77181208053691,121,0
12754.0,236,2,2965.17,247.84615384615384,25,0
12755.0,281,2,3811.95,372.75,4,0
12756.0,87,1,112.07999999999998,36.0,4,0
12757.0,16,13,7857.1,6.474393530997305,237,0
12758.0,117,2,2791.59,22.010309278350515,84,0
12759.0,52,3,1531.44,9.494736842105263,81,0
12762.0,8,2,1898.52,17.782608695652176,62,0
12763.0,138,2,494.08,17.555555555555557,16,0
12766.0,4,6,6303.150000000001,11.763636363636364,190,0
12769.0,239,1,1143.6,11.125,32,0
12770.0,211,1,1351.45,61.916666666666664,12,0
12772.0,60,1,892.47,10.10909090909091,55,0
12775.0,17,4,1171.59,14.148148148148149,42,0
12778.0,20,5,687.75,17.26829268292683,34,0
12779.0,38,6,3030.94,14.243478260869566,74,0
12781.0,64,2,826.74,26.84,25,0
12782.0,5,3,1183.49,12.862745098039216,43,0
12783.0,2,6,2225.91,7.428571428571429,76,0
12784.0,9,2,574.42,5.084745762711864,54,0
12785.0,364,1,311.95,9.357142857142858,14,0
12787.0,10,3,463.66,13.05,17,0
12789.0,65,1,91.85,1.0,4,0
12790.0,192,1,324.92,7.904761904761905,21,0
12791.0,374,1,192.60000000000002,48.5,2,0
12792.0,257,1,400.53999999999996,8.68,25,0
12793.0,371,1,131.8,9.285714285714286,7,0
12794.0,53,2,860.41,13.155555555555555,43,0
12795.0,19,1,430.48,4.857142857142857,14,0
12797.0,366,1,254.03,9.076923076923077,13,0
12798.0,10,3,6977.04,657.0,6,0
12802.0,187,1,427.58,12.56,25,0
12808.0,37,3,483.65000000000003,6.714285714285714,27,0
12809.0,178,1,489.31,8.8,25,0
12811.0,261,3,514.85,7.419354838709677,27,0
12812.0,45,1,229.64000000000001,10.933333333333334,15,0
12814.0,102,1,125.92,24.5,2,0
12815.0,148,2,1063.46,8.063829787234043,38,0
12816.0,96,2,572.2,4.413793103448276,27,0
12817.0,281,1,166.04,13.25,4,0
12818.0,262,1,1542.08,66.35714285714286,14,0
12820.0,3,3,771.88,12.0,44,0
12821.0,214,1,92.72,11.666666666666666,6,0
12822.0,71,2,948.88,11.956521739130435,41,0
12823.0,75,5,1759.5,46.0,1,0
12824.0,60,1,397.12,9.28,25,0
12826.0,3,5,932.62,10.294117647058824,27,0
12827.0,6,3,430.15000000000003,7.88,19,0
12828.0,3,6,1018.71,8.821428571428571,46,0
12830.0,38,6,6814.64,259.1578947368421,13,0
12831.0,262,1,215.05,15.0,9,0
12832.0,32,2,383.03,7.222222222222222,27,0
12833.0,145,1,417.38,6.5,24,0
12834.0,283,1,312.38,6.111111111111111,18,0
12836.0,59,3,1766.17,5.911764705882353,120,0
12837.0,173,1,134.1,2.0,12,0
12838.0,34,2,683.13,2.9186991869918697,115,0
12839.0,3,13,5256.58,12.173913043478262,92,0
12840.0,144,4,2726.77,13.371681415929203,67,0
12841.0,5,21,3397.81,7.102941176470588,204,0
12842.0,70,1,808.26,19.5,20,0
12843.0,66,8,1702.26,7.58252427184466,69,0
12844.0,29,2,325.96000000000004,2.4038461538461537,47,0
12845.0,267,4,354.09,7.555555555555555,26,0
12847.0,22,1,871.54,9.989010989010989,72,0
12849.0,31,2,1050.8899999999999,12.215686274509803,47,0
12851.0,97,1,135.18,2.18,43,0
12852.0,295,1,311.55,8.764705882352942,17,0
12853.0,135,5,1529.7,11.413793103448276,54,0
12854.0,79,2,934.6,6.118421052631579,66,0
12855.0,373,1,38.1,10.0,3,0
12856.0,8,6,2179.93,3.4363057324840764,155,0
12857.0,211,1,304.8,5.75,12,0
12863.0,52,1,521.2,37.6,5,0
12864.0,138,1,147.12,72.0,3,0
12865.0,26,2,1568.23,9.736842105263158,86,0
12866.0,283,1,559.12,6.576923076923077,26,0
12867.0,26,6,3674.03,8.101239669421487,219,0
12868.0,186,4,1137.15,8.780821917808218,54,0
12871.0,84,2,380.64,18.181818181818183,8,0
12872.0,365,1,378.53000000000003,5.342105263157895,38,0
12873.0,282,1,374.0,32.0,4,0
12875.0,143,2,343.2300000000001,1009.5,1,0
12876.0,58,2,2218.02,22.83529411764706,67,0
12877.0,4,10,1285.51,7.094890510948905,93,0
12878.0,236,2,854.99,11.638297872340425,38,0
12879.0,45,3,573.22,37.0,7,0
12881.0,276,1,298.0,3.0,7,0
12882.0,9,2,1463.04,18.923076923076923,12,0
12883.0,25,4,703.47,4.666666666666667,39,0
12884.0,88,1,309.05,6.142857142857143,7,0
12885.0,63,3,1175.22,9.225352112676056,66,0
12886.0,68,2,1378.4,9.390243902439025,75,0
12888.0,214,2,354.12,15.2,4,0
12890.0,24,1,380.46999999999997,3.158536585365854,78,0
12891.0,186,3,331.0,316.6666666666667,2,0
12893.0,31,1,188.14,2.823529411764706,27,0
12895.0,42,2,372.8,9.545454545454545,22,0
12897.0,205,1,87.7,23.0,2,0
12901.0,9,28,17654.54,198.92241379310346,30,0
12902.0,265,1,138.68,6.6,10,0
12904.0,18,2,509.58,4.194444444444445,59,0
12906.0,12,5,2919.81,27.761904761904763,55,0
12908.0,176,1,432.0,600.0,1,0
12909.0,40,5,2178.67,14.065934065934066,78,0
12910.0,23,8,3075.04,22.56,48,0
12912.0,3,5,1662.3,27.916666666666668,17,0
12913.0,5,5,2483.63,28.38,37,0
12915.0,149,2,363.65,4.2272727272727275,19,0
12916.0,139,3,2158.3,11.850746268656716,42,0
12917.0,128,1,594.0,60.0,2,0
12919.0,8,6,1335.19,13.46,34,0
12920.0,17,1,164.23,4.607142857142857,27,0
12921.0,9,36,16105.390000000001,13.192528735632184,233,0
12922.0,161,1,405.38,13.214285714285714,28,0
12923.0,64,1,176.97,2.3793103448275863,28,0
12924.0,88,3,875.51,16.571428571428573,22,0
12925.0,5,2,694.05,12.022222222222222,42,0
12928.0,35,4,1670.3600000000001,18.238805970149254,47,0
12930.0,78,2,415.8,10.08,20,0
12931.0,22,13,41878.96,347.3,28,0
12933.0,24,3,607.53,4.7075471698113205,102,0
12935.0,2,6,1729.07,14.980392156862745,68,0
12936.0,17,4,1063.9,9.016129032258064,56,0
12937.0,15,4,1504.27,8.391666666666667,81,0
12938.0,26,1,114.14,15.555555555555555,9,0
12939.0,64,7,9648.6,105.46341463414635,18,0
12940.0,55,2,913.54,4.151515151515151,87,0
12942.0,131,3,683.9,2.7066666666666666,68,0
12944.0,36,1,317.56,9.0,16,0
12945.0,288,1,462.95,7.173913043478261,23,0
12947.0,144,5,1302.33,11.481481481481481,73,0
12948.0,16,7,2064.95,9.310344827586206,82,0
12949.0,31,8,4167.22,11.074418604651163,166,0
12950.0,2,3,1843.0,60.0,13,0
12951.0,9,4,757.98,7.674418604651163,37,0
12952.0,6,4,1387.79,8.265822784810126,64,0
12953.0,10,1,329.85,4.9411764705882355,17,0
12955.0,1,11,4757.16,20.355555555555554,81,0
12957.0,10,7,3603.86,10.511961722488039,183,0
12962.0,7,2,266.39,8.0625,15,0
12963.0,8,8,1856.63,9.273684210526316,75,0
12965.0,89,1,771.91,2.596330275229358,108,0
12966.0,10,1,160.18,7.5,10,0
12967.0,372,1,1368.4,24.0,15,0
12968.0,112,1,135.95,14.6,5,0
12970.0,7,2,428.44,2.111888111888112,108,0
12971.0,4,76,10262.53,30.19272727272727,93,0
12974.0,198,1,144.8,3.0,8,0
12976.0,212,1,738.6,25.5,22,0
12977.0,156,1,39.239999999999995,1.3333333333333333,9,0
12980.0,158,6,4972.860000000001,51.23076923076923,5,0
12981.0,30,2,372.21999999999997,12.1,12,0
12982.0,243,1,390.54,10.285714285714286,28,0
12984.0,19,1,97.5,6.5,4,0
12985.0,1,2,1239.38,20.17105263157895,73,0
12987.0,74,2,558.7,7.821428571428571,27,0
12988.0,292,1,535.32,1.4782608695652173,75,0
12989.0,3,14,6114.110000000001,36.42857142857143,41,0
12990.0,31,2,312.0,15.0,7,0
12991.0,23,2,503.76,13.064516129032258,31,0
12993.0,23,4,414.76,8.88888888888889,26,0
12994.0,4,3,974.4200000000001,7.524590163934426,52,0
12995.0,85,1,211.32,36.0,3,0
12997.0,22,3,921.34,12.477272727272727,36,0
12999.0,196,3,455.88,12.214285714285714,25,0
13000.0,107,3,534.85,12.225806451612904,30,0
13001.0,4,11,8448.98,15.171617161716172,162,0
13003.0,106,3,149.05,17.166666666666668,4,0
13004.0,12,15,4653.52,12.081325301204819,245,0
13005.0,174,2,513.7,6.615384615384615,21,0
13006.0,56,1,81.57,13.75,4,0
13011.0,372,1,50.550000000000004,4.333333333333333,3,0
13012.0,9,8,1661.8400000000001,9.258426966292134,67,0
13013.0,1,13,4810.9400000000005,10.155251141552512,155,0
13014.0,11,10,3466.2799999999997,8.302752293577981,67,0
13015.0,53,5,3346.28,9.1875,156,0
13016.0,73,3,789.89,11.212765957446809,39,0
13017.0,7,1,204.0,48.0,1,0
13018.0,16,28,7277.7,11.866812227074236,313,0
13021.0,4,8,2459.03,10.443548387096774,100,0
13023.0,64,2,689.9,7.15,36,0
13026.0,1,5,975.36,40.5,32,0
13027.0,114,5,5472.0,684.0,6,0
13028.0,23,2,661.3199999999999,17.733333333333334,40,0
13029.0,31,2,865.0,11.555555555555555,8,0
13030.0,11,2,799.48,3.9797979797979797,76,0
13032.0,52,2,1010.18,5.28169014084507,55,0
13034.0,55,2,642.77,9.972972972972974,37,0
13035.0,74,2,921.88,23.85185185185185,23,0
13037.0,138,3,881.07,8.979166666666666,44,0
13038.0,80,3,908.46,12.857142857142858,24,0
13040.0,9,2,676.99,8.255813953488373,38,0
13043.0,273,1,516.42,19.53846153846154,13,0
13044.0,291,1,560.47,13.0,33,0
13045.0,99,1,305.28000000000003,12.277777777777779,18,0
13046.0,31,2,629.31,7.542857142857143,33,0
13047.0,32,9,2778.64,8.082191780821917,97,0
13048.0,14,3,1358.3,9.28125,61,0
13049.0,64,1,502.90000000000003,27.142857142857142,7,0
13050.0,15,12,4336.26,8.77258566978193,214,0
13052.0,212,1,348.15000000000003,12.333333333333334,18,0
13055.0,78,3,1214.41,11.763157894736842,74,0
13058.0,25,3,271.40000000000003,6.5,5,0
13059.0,250,1,183.4,4.375,8,0
13060.0,254,1,307.53,8.2,15,0
13061.0,72,1,248.61,10.7,10,0
13062.0,191,1,346.98,31.181818181818183,11,0
13064.0,13,3,916.19,7.6,47,0
13065.0,373,1,205.86,5.285714285714286,14,0
13066.0,24,2,470.8,6.708333333333333,48,0
13067.0,82,1,115.46000000000001,2.1333333333333333,14,0
13068.0,10,1,179.0,100.0,1,0
13069.0,1,22,3840.15,14.92876712328767,250,0
13070.0,192,1,228.8,12.222222222222221,9,0
13072.0,267,1,177.15,9.857142857142858,7,0
13075.0,130,1,919.61,22.045454545454547,22,0
13077.0,1,4,729.27,7.705357142857143,99,0
13078.0,3,23,11496.59,16.747634069400632,90,0
13079.0,4,5,220.10000000000002,10.333333333333334,2,0
13080.0,179,1,58.08,20.0,6,0
13081.0,12,10,24809.74,19.258479532163744,448,0
13082.0,126,8,3234.19,49.878787878787875,56,0
13083.0,4,2,303.75,10.38888888888889,15,0
13085.0,158,2,416.08000000000004,9.818181818181818,17,0
13089.0,3,83,50556.840000000004,17.040105193951348,558,1
13090.0,9,13,8608.06,14.598684210526315,97,0
13091.0,28,1,345.82,22.19047619047619,21,0
13092.0,71,4,292.38,13.777777777777779,16,0
13093.0,276,3,1571.42,18.942857142857143,32,0
13094.0,21,10,1774.68,71.45454545454545,4,0
13095.0,71,1,74.39999999999999,24.0,6,0
13097.0,33,8,4934.2300000000005,5.199460916442049,201,0
13098.0,1,26,27988.84,28.11669658886894,154,0
13099.0,99,1,207.35999999999999,288.0,1,0
13101.0,234,1,101.19,14.125,8,0
13102.0,1,19,5216.21,13.940928270042194,120,0
13103.0,40,1,243.94,10.25,8,0
13104.0,3,5,996.72,21.473684210526315,13,0
13106.0,133,1,76.5,18.0,1,0
13107.0,44,3,964.78,22.2972972972973,34,0
13108.0,373,1,350.06,29.8,10,0
13109.0,60,2,786.54,11.063829787234043,41,0
13110.0,31,6,1217.1200000000001,2.544,98,0
13113.0,1,21,10442.02,16.442307692307693,80,0
13115.0,12,4,2294.78,13.058333333333334,88,0
13116.0,138,1,501.14,9.7,30,0
